M6PR	PLIN3
COL19A1	COL2A1
COL19A1	COL23A1
COL19A1	COL4A3
COL19A1	COL4A4
COL19A1	COL25A1
COL19A1	COL28A1
NUP98	NXT2
NUP98	RANBP6
NUP98	RANBP2
NUP98	NXF1
NUP98	SEC13
NUP98	TNPO1
NUP98	UBC
NUP98	TPR
NUP98	RAE1
NUP98	NXF3
NUP98	RGPD2
NUP98	SEH1L
NUP98	XPO1
NUP98	TNPO2
NUP98	NXF5
HNRNPA0	POLR2E
HNRNPA0	SF3A1
HNRNPA0	SNRPD3
HNRNPA0	NHP2L1
HNRNPA0	PAPOLA
HNRNPA0	POLR2C
HNRNPA0	HNRNPL
HNRNPA0	POLR2I
HNRNPA0	SRSF9
HNRNPA0	SNRPA
HNRNPA0	SRSF6
HNRNPA0	RALY
HNRNPA0	SUGP1
HNRNPA0	SRSF1
HNRNPA0	SNRNP40
HNRNPA0	PRPF6
HNRNPA0	SNRPF
HNRNPA0	TXNL4A
HNRNPA0	UPF3B
HNRNPA0	HNRNPU
HNRNPA0	U2AF1
HNRNPA0	POLR2J
HNRNPA0	HNRPDL
HNRNPA0	POLR2H
HNRNPA0	PCF11
HNRNPA0	NUDT21
HNRNPA0	RNPS1
HNRNPA0	POLR2G
HNRNPA0	PRPF8
HNRNPA0	PCBP1
HNRNPA0	SF3B3
HNRNPA0	U2AF2
HNRNPA0	POLR2B
HNRNPA0	HNRNPD
HNRNPA0	POLR2A
HNRNPA0	SNRNP200
HNRNPA0	SF3B2
HNRNPA0	HNRNPM
HNRNPA0	SRSF7
HNRNPA0	SRRM1
HNRNPA0	NCBP2
HNRNPA0	SF3B1
HNRNPA0	HNRNPF
HNRNPA0	HNRNPA1
HNRNPA0	RBM5
HNRNPA0	UBC
HNRNPA0	HNRNPA2B1
HNRNPA0	HNRNPH1
HNRNPA0	PTBP1
HNRNPA0	PCBP2
HNRNPA0	MAPKAPK2
HNRNPA0	RBMX
HNRNPA0	SRSF11
HNRNPA0	YBX1
HNRNPA0	SRSF4
HNRNPA0	PRPF4
HNRNPA0	HNRNPR
HNRNPA0	NCBP1
HNRNPA0	HNRNPK
HNRNPA0	NFX1
HNRNPA0	HNRNPUL1
HNRNPA0	HNRNPA3
HNRNPA0	SRSF5
HNRNPA0	POLR2F
HNRNPA0	SNRPB
HNRNPA0	SNRNP70
DVL3	PSMC4
DVL3	PSMD5
DVL3	PSMD8
DVL3	PSMA3
DVL3	PSMD10
DVL3	PSMD7
DVL3	GSK3A
DVL3	FZD10
DVL3	FZD3
DVL3	PSMB7
DVL3	PSMC1
DVL3	LRP6
DVL3	PSMA6
DVL3	PSMD11
DVL3	PSMB1
DVL3	NOTCH3
DVL3	WNT5A
DVL3	PSMD3
DVL3	PIP5K1B
DVL3	NKD1
DVL3	PSMB6
DVL3	PSMA5
DVL3	RPS27A
DVL3	NOTCH1
DVL3	WNT3A
DVL3	FZD7
DVL3	FZD1
DVL3	PSMC2
DVL3	PSME3
DVL3	LRP5
DVL3	PSMD6
DVL3	PRICKLE2
DVL3	NKD2
DVL3	KREMEN2
DVL3	PSMD1
DVL3	PSMD2
DVL3	VANGL1
DVL3	PSMA8
DVL3	FZD2
DVL3	GSK3B
DVL3	PSMF1
DVL3	LRRFIP2
DVL3	WNT8B
DVL3	UBC
DVL3	PRICKLE1
DVL3	PSMD12
DVL3	RAC1
DVL3	PSMB10
DVL3	FZD6
DVL3	MAPK8
DVL3	FZD5
DVL3	PSMB5
DVL3	KLHL12
DVL3	VANGL2
DVL3	PSMD4
DVL3	PSMA7
DVL3	JUN
DVL3	PSMB2
DVL3	FZD8
DVL3	ROR2
DVL3	MYC
DVL3	PSME1
DVL3	WNT8A
DVL3	PSME4
DVL3	PSMB11
DVL3	PSMD14
DVL3	UBA52
DVL3	PSMD13
DVL3	RHOA
DVL3	PSMC6
DVL3	PSMA1
DVL3	FZD4
DVL3	PSMD9
DVL3	TCF7L2
CDCA8	PSMA3
CDCA8	STAG2
CDCA8	CENPT
CDCA8	NUP107
CDCA8	CENPK
CDCA8	NUP85
CDCA8	NUP37
CDCA8	ESPL1
CDCA8	KIF23
CDCA8	CENPO
CDCA8	PEBP1
CDCA8	NUP133
CDCA8	NDC80
CDCA8	TAOK1
CDCA8	KIF18A
CDCA8	CLASP1
CDCA8	SGOL1
CDCA8	CUL3
CDCA8	CENPE
CDCA8	MAD1L1
CDCA8	KIF2B
CDCA8	NUF2
CDCA8	CENPC1
CDCA8	MLF1IP
CDCA8	RANBP2
CDCA8	MAD2L1
CDCA8	RAD21
CDCA8	WAPAL
CDCA8	PLK1
CDCA8	PDS5A
CDCA8	CLIP1
CDCA8	RACGAP1
CDCA8	ZWILCH
CDCA8	SEC13
CDCA8	PDS5B
CDCA8	NUDC
CDCA8	KNTC1
CDCA8	SKA2
CDCA8	ERCC6L
CDCA8	PPP1CC
CDCA8	CENPA
CDCA8	CENPQ
CDCA8	NUP43
CDCA8	NDE1
CDCA8	CENPL
CDCA8	RANGAP1
CDCA8	SGOL2
CDCA8	KLHL9
CDCA8	SMC3
CDCA8	CENPF
CDCA8	NSL1
CDCA8	EVI5
CDCA8	ITGB3BP
CDCA8	KIF2C
CDCA8	CENPI
CDCA8	DSN1
CDCA8	ZWINT
CDCA8	RCC2
CDCA8	MAPRE1
CDCA8	NUP160
CDCA8	MIS12
CDCA8	STAG1
CDCA8	CENPN
CDCA8	INCENP
CDCA8	KIF20A
CDCA8	CDK1
CDCA8	PAFAH1B1
CDCA8	XPO1
CDCA8	KIF2A
CDCA8	CLASP2
CDCA8	CKAP5
CDCA8	KLHL13
UBE2N	UFD1L
UBE2N	ZNRF2
UBE2N	UBE2V1
UBE2N	UBE2V2
CLEC4M	ICAM3
CLEC4M	ITIH4
CLEC4M	LSP1
DNAJC14	DRD1
HTR1A	PDYN
HTR1A	OPRD1
HTR1A	NPY
HTR1A	S1PR4
HTR1A	TAS2R3
HTR1A	TAS2R4
HTR1A	TAS2R5
HTR1A	MCHR1
HTR1A	TAS2R16
HTR1A	SSTR4
HTR1A	NMUR2
HTR1A	MTNR1B
HTR1A	POMC
HTR1A	KNG1
HTR1A	OPRK1
HTR1A	SSTR1
HTR1A	MCHR2
HTR1A	SST
HTR1A	HTR5A
HTR1A	SSTR5
HTR1A	RGS20
HTR1A	OXGR1
HTR1A	PNOC
HTR1A	MTNR1A
HTR1A	S1PR1
HTR1A	NMUR1
HTR1A	P2RY12
HTR1A	HTR1E
HTR1A	P2RY14
HTR1A	HTR1D
HTR1A	P2RY13
HTR1A	HTR1F
HTR1A	PENK
HTR1A	TAS2R60
HTR1A	LPAR5
HTR1A	S1PR5
HTR1A	RXFP3
HTR1A	SSTR3
HTR1A	NPBWR1
HTR1A	NPY2R
HTR1A	PTGDR2
HTR1A	TAS2R42
HTR1A	OPRL1
HTR1A	NPY5R
HTR1A	HTR3A
HTR1A	SAA1
HTR1A	PTGER3
HTR1A	SSTR2
HTR1A	S1PR3
HTR1A	LPAR1
HTR1A	NPY1R
HTR1A	RGS7
HTR1A	RGS1
HTR1A	RXFP4
HTR1A	RGS10
HTR1A	HTR1B
HTR1A	LPAR3
HTR1A	P2RY4
HTR1A	NMS
HTR1A	OXER1
HTR1A	LPAR2
HTR1A	TAS2R40
HTR1A	RGS14
HTR1A	OPRM1
HTR1A	RGS4
HTR1A	TAS2R39
HTR1A	TAS2R43
HTR1A	RGS6
CIITA	SIRT1
CIITA	OAS3
CIITA	NFYB
CIITA	MT2A
CIITA	IRF1
CIITA	RFX1
CIITA	RFXAP
CIITA	OASL
CIITA	CREBBP
CIITA	KAT2B
CIITA	ICAM1
CIITA	PML
CIITA	IRF8
CIITA	RFX5
CIITA	VCAM1
CIITA	PTAFR
CIITA	RFXANK
CIITA	IRF3
CIITA	NCAM1
CIITA	IRF7
CIITA	OAS2
CIITA	SP100
CIITA	NFYA
CIITA	SLC26A3
CIITA	IRF5
CIITA	SMARCA4
CIITA	HLA-DRB1
CIITA	STAT1
CIITA	IRF6
CIITA	PRDM1
CIITA	GBP2
CIITA	GBP1
CIITA	HLA-DRB5
CIITA	HLA-C
CIITA	HLA-A
CIITA	IRF4
CIITA	ZXDC
CIITA	IRF2
CIITA	IRF9
CIITA	HLA-DQB1
CIITA	IFI30
CIITA	OAS1
CIITA	NFYC
CIITA	HLA-B
CIITA	TAF6
CIITA	HDAC2
CD55	CD97
CD55	CD59
CD55	SLC25A24
CD55	EMR2
BAIAP2	MAPK1
BAIAP2	WASL
BAIAP2	VASP
BAIAP2	MAPK3
BAIAP2	FCGR2A
BAIAP2	DOCK1
BAIAP2	EPS8
BAIAP2	TIAM1
BAIAP2	ELMO2
BAIAP2	SHANK1
BAIAP2	CRK
BAIAP2	ELMO1
BAIAP2	CDC42
BAIAP2	CYFIP2
BAIAP2	RAC1
BAIAP2	WASF1
BAIAP2	NCKAP1
BAIAP2	ENAH
BAIAP2	VAV3
BAIAP2	VAV2
BAIAP2	SYK
BAIAP2	DIAPH3
BAIAP2	MARK2
BAIAP2	BRK1
BAIAP2	VAV1
HAO2	HOGA1
USP9X	YAP1
USP9X	ZFYVE19
DLGAP1	SHANK1
DLGAP1	SHANK3
DEGS1	SMPD3
DEGS1	SMPD2
DEGS1	GALC
DEGS1	PPAP2A
DEGS1	UGT8
DEGS1	PPAP2C
DEGS1	SMPD1
DEGS1	SGMS1
DEGS1	PPAP2B
DEGS1	UGCG
DEGS1	SMPD4
SUZ12	WDR77
SUZ12	YY1
SUZ12	UBE2I
SUZ12	WT1
SUZ12	TFDP1
RANBP10	RANBP9
RANBP10	SOS1
RANBP10	WDR26
CNGB3	GNAT2
CNGB3	PDE6C
SWI5	XRCC3
SWI5	XRCC2
IGSF8	ITGB1
IGSF8	ITGA4
DHRS9	RETSAT
DHRS9	LRAT
RHOJ	SOS2
RHOJ	RHOQ
RHOJ	TIAM1
RHOJ	SRGAP2
RHOJ	TRIP10
RHOJ	RHOT2
RHOJ	TIAM2
RHOJ	STARD13
RHOJ	TRIO
RHOJ	SYDE2
RHOJ	SYDE1
RHOJ	SRGAP1
RHOJ	RHOT1
RHOJ	RHOU
RHOJ	TAGAP
RHOJ	VAV3
RHOJ	VAV2
RHOJ	STARD8
RHOJ	SRGAP3
RHOJ	SOS1
RHOJ	VAV1
LCE1D	LCE1E
PRF1	STAT4
HMHA1	SOS2
HMHA1	RHOQ
HMHA1	KALRN
HMHA1	RAC2
HMHA1	NGEF
HMHA1	RASGRF2
HMHA1	RHOC
HMHA1	TIAM1
HMHA1	RHOJ
HMHA1	RHOT2
HMHA1	TIAM2
HMHA1	RHOBTB1
HMHA1	TRIO
HMHA1	RHOG
HMHA1	NET1
HMHA1	RHOT1
HMHA1	RHOU
HMHA1	VAV3
HMHA1	VAV2
HMHA1	PLEKHG5
HMHA1	ITSN1
HMHA1	RHOH
HMHA1	SOS1
HMHA1	PLEKHG2
HMHA1	RHOA
HMHA1	RHOBTB2
HMHA1	MCF2
HMHA1	MCF2L
HMHA1	OBSCN
HMHA1	VAV1
BIN1	RIN3
BIN1	PPP3CC
BIN1	BIN2
BIN1	MAPT
BIN1	SYNJ2
BIN1	DNM2
BIN1	REPS2
BIN1	EPS15
BIN1	DNM1
BIN1	MYC
BIN1	PICALM
BIN1	PPP3CB
BIN1	PPP3CA
BIN1	EPN1
BIN1	SYNJ1
PITPNA	PLCG1
ARHGEF4	RALBP1
ARHGEF4	FAM13B
ARHGEF4	GMIP
ARHGEF4	CHN2
ARHGEF4	RHOQ
ARHGEF4	KALRN
ARHGEF4	DEPDC7
ARHGEF4	RAC2
ARHGEF4	FAM13A
ARHGEF4	DEPDC1B
ARHGEF4	DLC1
ARHGEF4	RHOC
ARHGEF4	SRGAP2
ARHGEF4	BCR
ARHGEF4	RACGAP1
ARHGEF4	CDC42
ARHGEF4	RHOJ
ARHGEF4	HMHA1
ARHGEF4	ROCK2
ARHGEF4	TRIP10
ARHGEF4	RHOT2
ARHGEF4	RHOBTB1
ARHGEF4	STARD13
ARHGEF4	RHOG
ARHGEF4	SYDE2
ARHGEF4	SYDE1
ARHGEF4	SRGAP1
ARHGEF4	OPHN1
ARHGEF4	MYO9A
ARHGEF4	RAC1
ARHGEF4	RHOT1
ARHGEF4	RHOU
ARHGEF4	TAGAP
ARHGEF4	OCRL
ARHGEF4	INPP5B
ARHGEF4	STARD8
ARHGEF4	RHOH
ARHGEF4	SRGAP3
ARHGEF4	MYO9B
ARHGEF4	ROCK1
ARHGEF4	CHN1
ARHGEF4	RHOA
ARHGEF4	GNA13
ARHGEF4	RHOBTB2
LEPREL1	P4HB
SFXN1	TOMM70A
ACSS1	ALDH3A1
ACSS1	ACYP1
ACSS1	ACSS2
ACSS1	ALDH3B2
ACSS1	ALDH1A3
ACSS1	ALDH3A2
ACSS1	ALDH9A1
ACSS1	PCCA
ACSS1	ALDH1B1
ACSS1	SUCLA2
ACSS1	SIRT3
ACSS1	ALDH7A1
ACSS1	PCCB
ACSS1	ECHDC1
ACSS1	ACSS3
ACSS1	ALDH6A1
OR7A5	OR7C2
OR7A5	OR7C1
OR7A5	OR8A1
OR7A5	OR8J3
OR7A5	OR9I1
OR7A5	OR7G3
OR7A5	OR7G2
OR7A5	OR8I2
OR7A5	OR8U1
OR7A5	OR8B12
OR7A5	OR9K2
OR7A5	OR7D4
OR7A5	OR8S1
OR7A5	OR8H3
OR7A5	OR8H2
OR7A5	OR8D4
OR7A5	OR8B8
OR7A5	OR9Q1
OR7A5	OR7D2
OR7A5	OR8B3
OR7A5	OR8D2
OR7A5	OR8D1
OR7A5	OR8B2
OR7A5	OR7E24
OR7A5	OR7G1
GCNT4	MUC7
GCNT4	ST3GAL1
GCNT4	ST3GAL2
GCNT4	MUC1
GCNT4	MUC21
GCNT4	MUC16
GCNT4	MUC20
GCNT4	MUC6
GCNT4	MUC15
GCNT4	MUC4
GCNT4	MUC5B
GCNT4	MUC12
RMI1	RPA1
RMI1	TOP3A
RMI1	UBE2T
RMI1	RPA2
MARCH8	TNFRSF10A
SNRNP200	SNRPD3
SNRNP200	SRSF9
SNRNP200	SNRPA
SNRNP200	SRSF6
SNRNP200	SUGP1
SNRNP200	SRSF1
SNRNP200	SNRNP40
SNRNP200	SNRPF
SNRNP200	TXNL4A
SNRNP200	UPF3B
SNRNP200	U2AF1
SNRNP200	U2AF2
SNRNP200	SRSF7
SNRNP200	SRRM1
SNRNP200	UBC
SNRNP200	SRSF11
SNRNP200	YBX1
SNRNP200	SRSF4
SNRNP200	SRSF5
SNRNP200	SNRPB
SNRNP200	SNRNP70
PLXND1	RRAS
PLXND1	SEMA3C
PLXND1	SEMA3E
PLXND1	SEMA4A
CYC1	NDUFAB1
CYC1	UQCRC1
CYC1	NDUFB7
CYC1	DHODH
CYC1	NDUFS7
CYC1	NDUFB3
CYC1	NDUFA2
CYC1	NDUFA10
CYC1	NDUFB5
CYC1	NDUFS3
CYC1	SDHA
CYC1	NDUFC1
CYC1	NDUFA9
CYC1	NDUFB10
CYC1	NDUFB11
CYC1	NDUFB9
CYC1	UQCRFS1
CYC1	NDUFS8
CYC1	NDUFV1
CYC1	NDUFV2
CYC1	UQCR10
CYC1	NDUFA4
CYC1	NDUFV3
CYC1	NDUFS2
CYC1	NDUFA1
CYC1	NDUFS5
CYC1	NDUFA8
CYC1	SDHB
CYC1	SDHD
CYC1	NDUFB6
CYC1	NDUFS1
CYC1	NDUFA13
CYC1	ETFDH
CYC1	ETFA
CAPN6	TBL1X
CAPN6	TUBG1
CAPN6	TUBGCP3
CAPN6	KIF18A
CAPN6	CLASP1
CAPN6	CUL3
CAPN6	POLB
CAPN6	NCOR1
CAPN6	HDAC3
CAPN6	SKA3
CAPN6	CSNK1D
CAPN6	KNTC1
CAPN6	KLHL22
CAPN6	SKA2
CAPN6	KLHL21
CAPN6	PARP4
CAPN6	CDK1
CAPN6	PAFAH1B1
CAPN6	TBL1XR1
CAPN6	CLASP2
MET	RANBP9
MET	WASL
MET	NCK2
MET	PLCG1
MET	RRAS
MET	PIK3CA
MET	RB1
MET	TP53
MET	PIK3R1
MET	NCK1
MET	PLXNB1
MET	RND1
MET	RANBP10
MET	PLAUR
MET	PTPN11
MET	UBC
MET	RAC1
MET	SEMA4D
MET	SRC
MET	PAK4
MET	MUC1
MET	NRAS
MET	VEGFA
MET	RAPGEF1
MET	SH3GL2
MET	PAX3
MET	SH3KBP1
MET	SOS1
MET	MUC20
MET	PTPRJ
MET	RHOA
MET	SHC1
LPCAT4	PLA2G3
LPCAT4	PLA2G15
LPCAT4	PLBD1
LPCAT4	PLA2G12A
LPCAT4	PLA2G2C
LPCAT4	PEMT
LPCAT4	LPIN1
LPCAT4	PNPLA8
LPCAT4	LPIN2
LPCAT4	PLD2
LPCAT4	PISD
LPCAT4	PLA2G4D
LPCAT4	PTDSS2
LPCAT4	PLA2G1B
LPCAT4	PLB1
LPCAT4	PLA2G6
LPCAT4	PLD1
LPCAT4	PLD3
LPCAT4	PLA2G4A
LPCAT4	PLA2G12B
LPCAT4	PLA2G2F
LPCAT4	PLA2G2E
LPCAT4	PLA2G4F
LPCAT4	PLA2G4E
LPCAT4	PNPLA7
LPCAT4	PLA2G4C
LPCAT4	PNPLA6
LPCAT4	PTDSS1
CABP1	CACNA1C
CABP1	ITPR1
CABP1	CACNA1A
UBASH3A	ZAP70
UBASH3A	UBC
SNX18	WASL
NEUROG2	NOTCH1
NEUROG2	PAX6
TCP1	TUBA4A
TCP1	VHL
TCP1	TUBB2B
TCP1	TUBB4A
TCP1	TUBA1A
TCP1	TUBA1C
TCP1	TUBB6
TCP1	TUBA1B
TCP1	TUBB4B
TCP1	UBC
TCP1	TRAF3IP3
TCP1	TUBB2A
OR13D1	OR1I1
OR13D1	OR2B6
OR13D1	OR7A10
OR13D1	OR7C2
OR13D1	OR7C1
OR13D1	OR1E2
OR13D1	OR1J1
OR13D1	OR1L4
OR13D1	OR1K1
OR13D1	OR5F1
OR13D1	OR5M9
OR13D1	OR8A1
OR13D1	OR4K1
OR13D1	OR3A3
OR13D1	OR1Q1
OR13D1	OR4K2
OR13D1	OR2D2
OR13D1	OR4D6
OR13D1	OR51B5
OR13D1	OR51Q1
OR13D1	OR8J3
OR13D1	OR5I1
OR13D1	OR5AU1
OR13D1	OR52K1
OR13D1	OR9I1
OR13D1	OR5AR1
OR13D1	OR7G3
OR13D1	OR5A1
OR13D1	OR1B1
OR13D1	OR52A5
OR13D1	OR7G2
OR13D1	OR5A2
OR13D1	OR8I2
OR13D1	OR4K15
OR13D1	OR8U1
OR13D1	OR1L6
OR13D1	OR2B2
OR13D1	OR6Y1
OR13D1	OR2AT4
OR13D1	OR4K14
OR13D1	OR1A1
OR13D1	OR1F1
OR13D1	OR1S2
OR13D1	OR6F1
OR13D1	OR4D5
OR13D1	OR1L8
OR13D1	OR4C11
OR13D1	OR5B12
OR13D1	OR2M4
OR13D1	OR1N1
OR13D1	OR8B12
OR13D1	OR2AG1
OR13D1	OR9K2
OR13D1	OR4X2
OR13D1	OR5B3
OR13D1	OR5R1
OR13D1	OR52I2
OR13D1	OR52W1
OR13D1	OR4S2
OR13D1	OR7D4
OR13D1	OR8S1
OR13D1	OR5J2
OR13D1	OR6M1
OR13D1	OR4B1
OR13D1	OR1S1
OR13D1	OR5M3
OR13D1	OR2Y1
OR13D1	OR6S1
OR13D1	OR1E1
OR13D1	OR3A1
OR13D1	OR2AE1
OR13D1	OR4F17
OR13D1	OR7A5
OR13D1	OR4F4
OR13D1	OR52K2
OR13D1	OR4L1
OR13D1	OR4K13
OR13D1	OR4K5
OR13D1	OR2A4
OR13D1	OR4N2
OR13D1	OR4M1
OR13D1	OR4D11
OR13D1	OR5AN1
OR13D1	OR2D3
OR13D1	OR56B4
OR13D1	OR56A1
OR13D1	OR4C3
OR13D1	OR52E4
OR13D1	OR4S1
OR13D1	OR4X1
OR13D1	OR51V1
OR13D1	OR52E2
OR13D1	OR51L1
OR13D1	OR6B3
OR13D1	OR51G1
OR13D1	OR51G2
OR13D1	OR51S1
OR13D1	OR5AK2
OR13D1	OR52N2
OR13D1	OR52N1
OR13D1	OR52N5
OR13D1	OR56B1
OR13D1	OR52N4
OR13D1	OR5M8
OR13D1	OR6C2
OR13D1	OR8H3
OR13D1	OR51F2
OR13D1	OR8H2
OR13D1	OR5AS1
OR13D1	OR2T35
OR13D1	OR14C36
OR13D1	OR2M7
OR13D1	OR2T12
OR13D1	OR2T33
OR13D1	OR4C6
OR13D1	OR4P4
OR13D1	OR4C16
OR13D1	OR4C15
OR13D1	OR4A15
OR13D1	OR4A16
OR13D1	OR6T1
OR13D1	OR8D4
OR13D1	OR2B11
OR13D1	OR2T8
OR13D1	OR52D1
OR13D1	OR52H1
OR13D1	OR2G3
OR13D1	OR2G2
OR13D1	OR4F6
OR13D1	OR1D2
OR13D1	OR7A17
OR13D1	OR56A4
OR13D1	OR6C76
OR13D1	OR4D9
OR13D1	OR2T11
OR13D1	OR4C46
OR13D1	OR6C70
OR13D1	OR2T10
OR13D1	OR4M2
OR13D1	OR4Q3
OR13D1	OR8B8
OR13D1	OR52L1
OR13D1	OR6A2
OR13D1	OR2T34
OR13D1	OR56A3
OR13D1	OR2T29
OR13D1	OR5P2
OR13D1	OR5P3
OR13D1	OR4N5
OR13D1	OR2V2
OR13D1	OR4N4
OR13D1	OR4F15
OR13D1	OR51M1
OR13D1	OR52A1
OR13D1	OR6X1
OR13D1	OR4C12
OR13D1	OR13F1
OR13D1	OR5D14
OR13D1	OR6P1
OR13D1	OR9Q1
OR13D1	OR5D18
OR13D1	OR5L1
OR13D1	OR6N1
OR13D1	OR1J2
OR13D1	OR14I1
OR13D1	OR13H1
OR13D1	OR2G6
OR13D1	OR52B6
OR13D1	OR51I2
OR13D1	OR2T27
OR13D1	OR5W2
OR13D1	OR2AG2
OR13D1	OR6C74
OR13D1	OR2T2
OR13D1	OR1J4
OR13D1	OR2S2
OR13D1	OR6N2
OR13D1	OR51F1
OR13D1	OR7D2
OR13D1	OR5H1
OR13D1	OR8B3
OR13D1	OR5K4
OR13D1	OR5H2
OR13D1	OR2T6
OR13D1	OR52R1
OR13D1	OR2L8
OR13D1	OR5B17
OR13D1	OR8D2
OR13D1	OR51D1
OR13D1	OR14A16
OR13D1	OR8D1
OR13D1	OR2L13
OR13D1	OR6C6
OR13D1	OR5AC2
OR13D1	OR51A7
OR13D1	OR2T3
OR13D1	OR6K2
OR13D1	OR2M2
OR13D1	OR13G1
OR13D1	OR2L3
OR13D1	OR52M1
OR13D1	OR2W3
OR13D1	OR5B21
OR13D1	OR5D13
OR13D1	OR2T5
OR13D1	OR2T1
OR13D1	OR2M5
OR13D1	OR2L2
OR13D1	OR2AK2
OR13D1	OR2C3
OR13D1	OR6K6
OR13D1	OR6K3
OR13D1	OR5C1
OR13D1	OR8B2
OR13D1	OR13J1
OR13D1	OR5D16
OR13D1	OR5L2
OR13D1	OR4A5
OR13D1	OR6C65
OR13D1	OR6C75
OR13D1	OR6C3
OR13D1	OR6C1
OR13D1	OR51I1
OR13D1	OR51B6
OR13D1	OR51B4
OR13D1	OR52J3
OR13D1	OR51A2
OR13D1	OR51A4
OR13D1	OR51T1
OR13D1	OR1A2
OR13D1	OR5K1
OR13D1	OR5K3
OR13D1	OR5H15
OR13D1	OR5H6
OR13D1	OR2F1
OR13D1	OR6C4
OR13D1	OR51E2
OR13D1	OR51E1
OR13D1	OR6B2
OR13D1	OR1C1
OR13D1	OR6B1
OR13D1	OR52B4
OR13D1	OR2A12
OR13D1	OR3A2
OR13D1	OR4E2
OR13D1	OR2A5
OR13D1	OR2A2
OR13D1	OR2F2
OR13D1	OR7E24
OR13D1	OR2M3
OR13D1	OR5K2
OR13D1	OR5H14
OR13D1	OR1M1
OR13D1	OR4A47
OR13D1	OR2A7
OR13D1	OR52B2
OR13D1	OR5M11
OR13D1	OR5M1
OR13D1	OR5M10
OR13D1	OR4D10
OR13D1	OR4D2
OR13D1	OR52E8
OR13D1	OR7G1
MRPS11	RPS5
MRPS11	POLR2C
MRPS11	MRPS2
MRPS11	MRPS7
MRPS11	RPS16
MRPS11	MRPS9
MRPS11	RPL35
MRPS11	RPL8
MRPS11	RPL26L1
MRPS11	RPL3L
MRPS11	MRPS5
MRPS11	RPL26
MRPS11	MRPS18C
MRPS11	RPL10L
MRPS11	MRPS12
MRPS11	RPL4
MRPS11	RPS15A
MRPS11	TUFM
MRPS11	RPLP0
MRPS11	RPS7
MRPS11	RPL7
MRPS11	RPL10
MRPS11	RPS2
MRPS11	SAMM50
MRPS11	RPS21
MRPS11	RPL3
MRPS11	RPL27A
MRPS11	RPL7L1
MRPS11	RPSA
MRPS11	RPSAP58
MRPS11	RPL5
MRPS11	POLR1C
MRPS11	MRPS15
MRPS11	RPL10A
MRPS11	MRTO4
MRPS11	RPS6
MRPS11	RPL13A
MRPS11	UBA52
MRPS11	RPL23A
MRPS11	RPS20
MRPS11	RPS3
MRPS11	RPL17
MRPS11	RPS15
MRPS11	RPS19
GLS	PPAT
GLS	GLUD1
GLS	GLUL
GLS	GLUD2
BBS1	KEAP1
BBS1	BBS9
BBS1	BBS2
BBS1	BBS7
BBS1	BBS4
BBS1	LZTFL1
BBS1	BBS12
BBS1	PARK7
BBS1	TTC8
BBS1	OSBPL10
BBS1	RAB3IP
OR4F4	OR7A10
OR4F4	OR7C2
OR4F4	OR7C1
OR4F4	OR5F1
OR4F4	OR5M9
OR4F4	OR8A1
OR4F4	OR4K1
OR4F4	OR4K2
OR4F4	OR51B5
OR4F4	OR51Q1
OR4F4	OR8J3
OR4F4	OR5I1
OR4F4	OR5AU1
OR4F4	OR52K1
OR4F4	OR9I1
OR4F4	OR5AR1
OR4F4	OR7G3
OR4F4	OR5A1
OR4F4	OR52A5
OR4F4	OR7G2
OR4F4	OR5A2
OR4F4	OR8I2
OR4F4	OR4K15
OR4F4	OR8U1
OR4F4	OR6Y1
OR4F4	OR4K14
OR4F4	OR6F1
OR4F4	OR5B12
OR4F4	OR8B12
OR4F4	OR9K2
OR4F4	OR4X2
OR4F4	OR5B3
OR4F4	OR5R1
OR4F4	OR52I2
OR4F4	OR52W1
OR4F4	OR4S2
OR4F4	OR7D4
OR4F4	OR8S1
OR4F4	OR5J2
OR4F4	OR6M1
OR4F4	OR5M3
OR4F4	OR6S1
OR4F4	OR7A5
OR4F4	OR52K2
OR4F4	OR4L1
OR4F4	OR4K13
OR4F4	OR4K5
OR4F4	OR4N2
OR4F4	OR4M1
OR4F4	OR5AN1
OR4F4	OR56B4
OR4F4	OR56A1
OR4F4	OR52E4
OR4F4	OR4S1
OR4F4	OR4X1
OR4F4	OR51V1
OR4F4	OR52E2
OR4F4	OR51L1
OR4F4	OR6B3
OR4F4	OR51G1
OR4F4	OR51G2
OR4F4	OR51S1
OR4F4	OR5AK2
OR4F4	OR52N2
OR4F4	OR52N1
OR4F4	OR52N5
OR4F4	OR56B1
OR4F4	OR52N4
OR4F4	OR5M8
OR4F4	OR6C2
OR4F4	OR8H3
OR4F4	OR51F2
OR4F4	OR8H2
OR4F4	OR5AS1
OR4F4	OR4P4
OR4F4	OR6T1
OR4F4	OR8D4
OR4F4	OR52D1
OR4F4	OR52H1
OR4F4	OR4F6
OR4F4	OR7A17
OR4F4	OR56A4
OR4F4	OR6C76
OR4F4	OR6C70
OR4F4	OR4M2
OR4F4	OR4Q3
OR4F4	OR8B8
OR4F4	OR52L1
OR4F4	OR6A2
OR4F4	OR56A3
OR4F4	OR5P2
OR4F4	OR5P3
OR4F4	OR4N5
OR4F4	OR4N4
OR4F4	OR51M1
OR4F4	OR52A1
OR4F4	OR6X1
OR4F4	OR5D14
OR4F4	OR6P1
OR4F4	OR9Q1
OR4F4	OR5D18
OR4F4	OR5L1
